,年份,批次,科类,选科要求,招生人数,最低分,平均分,最高分,最低位次,院校专业与特殊信息,前一所学校最低位次
22505,2024,本科批,物理类,"物理,化学",2.0,548.0,,,73725.0,西安财经大学计算机科学与技术学制:4年；学费:6000元/学年；住宿费:待定；办学地点:长安校区,0.0
15730,2024,本科批,物理类,"物理,化学",7.0,548.0,,,73725.0,锦州医科大学临床医学(5年),0.0
12879,2024,本科批,物理类,物理,2.0,548.0,,,73725.0,华东交通大学会计学培养国际会计人才,0.0
417,2024,本科批,物理类,"物理,化学",1.0,548.0,548,548,73725.0,安徽农业大学计算机科学与技术,0.0
1038,2024,本科批,物理类,"物理,化学",1.0,548.0,548,548,73725.0,北京印刷学院印刷工程(毕昇卓越班),0.0
22602,2024,本科批,物理类,"物理,化学",2.0,548.0,,,73725.0,西安建筑科技大学环境科学办学地点:雁塔校区衔接培养，拔尖创新人才培养班,0.0
11858,2024,本科批,物理类,"物理,化学",5.0,548.0,,,73725.0,湖北中医药大学中医骨伤科学(5年),0.0
3520,2024,本科批,物理类,"物理,化学",112.0,548.0,550,-,73725.0,广东海洋大学计算机科学与技术,0.0
17871,2024,本科批,物理类,"物理,化学",2.0,548.0,560,571,73725.0,内蒙古大学智能建造,0.0
1844,2024,本科批,物理类,"物理,化学",2.0,548.0,,,73725.0,东北农业大学动物科学中美121双学位项目，与美国莫瑞州立大学合作办学；国外学费、食宿费和医疗保险等预交款大约28743美元/学年，具体培养模式和学习费用请查看学校网站学制:4年；学费:5000元/学年；住宿费:待定；成绩要求:外语≥100分；特征要求:不招色盲色弱；办学地点:校本部,0.0
18209,2024,本科批,物理类,"物理,化学",1.0,548.0,,,73725.0,青岛理工大学车辆工程,0.0
9751,2024,本科批,物理类,"物理,生物",11.0,548.0,,,73725.0,广州中医药大学助产学,0.0
9750,2024,本科批,物理类,"物理,生物",55.0,548.0,,,73725.0,广州中医药大学护理学,0.0
20766,2024,本科批,物理类,物理,1.0,548.0,-,-,73725.0,四川师范大学学前教育,0.0
22113,2024,本科批,物理类,物理,4.0,548.0,,,73725.0,武汉纺织大学大数据管理与应用(学费:5850元/学年),0.0
22650,2024,本科批,物理类,"物理,化学",2.0,548.0,549,550,73725.0,西安科技大学遥感科学与技术(学费:6000元/学年),0.0
11103,2024,本科批,物理类,"物理,化学",5.0,548.0,-,555,73725.0,河南大学化学工程与工艺(学费:5000元/学年)办学地点:郑州龙子湖校区含化学工程与工艺卓越计划实验班,0.0
27003,2024,本科批,物理类,"物理,化学",2.0,548.0,,,73725.0,重庆理工大学化学工程与工艺,0.0
1903,2024,本科批,物理类,"物理,化学",9.0,548.0,553,559,73725.0,东莞理工学院软件工程(地方专项)教育部“卓越工程师计划”试点专业,0.0
1902,2024,本科批,物理类,"物理,化学",9.0,548.0,,,73725.0,东莞理工学院计算机类(地方专项)含计算机科学与技术、网络工程、数据科学与大数据技术专业 第四学期开学前专业分流,0.0
27002,2024,本科批,物理类,物理,2.0,548.0,,,73725.0,重庆理工大学金融学,0.0
4700,2024,本科批,物理类,物理,19.0,548.0,554,574,73725.0,广东警官学院法学,0.0
20768,2024,本科批,物理类,"物理,化学",2.0,548.0,-,-,73725.0,四川师范大学统计学办学地点:狮子山校区,0.0
20767,2024,本科批,物理类,"物理,化学",2.0,548.0,-,-,73725.0,四川师范大学电子信息工程,0.0
20269,2024,本科批,物理类,物理,1.0,548.0,,,73725.0,沈阳建筑大学风景园林(5年)需要一定美术基础,0.0
4559,2024,提前批本科军检院校,物理类,"物理,化学",10.0,548.0,,,73725.0,广东警官学院刑事科学技术(定向至阳江市)学制:4年；学费:5190元/学年；住宿费:1300~1700元/学年；特征要求:只招男生；政审、体检、面试合格；办学地点:嘉禾校区,0.0
1901,2024,本科批,物理类,"物理,化学",57.0,548.0,,,73725.0,东莞理工学院电气工程及其自动化因用人单位可能对考生身体素质有要求，请色盲的考生慎重报考,0.0
26978,2024,提前批本科非军检院校,物理类,"物理,化学",3.0,548.0,,,73725.0,重庆交通大学航海技术(学费:6230元/学年),0.0
1900,2024,本科批,物理类,"物理,化学",151.0,548.0,553,559,73725.0,东莞理工学院软件工程教育部“卓越工程师计划”试点专业,0.0
22322,2024,本科批,物理类,"物理,化学",2.0,548.0,,,73725.0,武汉轻工大学土木类含土木工程、给排水科学与工程专业,0.0
6468,2024,本科批,历史类,历史,18.0,453.0,,,74055.0,广东外语外贸大学南国商学院国际经济与贸易与澳大利亚悉尼科技大学、英国邓迪大学、英国斯旺西大学联合培养项目,330.0
6466,2024,本科批,历史类,历史,18.0,453.0,,,74055.0,广东外语外贸大学南国商学院英语与英国朴茨茅斯大学、澳大利亚西悉尼大学联合培养项目,0.0
4287,2024,高职专科,历史类,历史,27.0,453.0,,,74055.0,广东江门中医药职业学院中医学,0.0
23933,2024,高职专科,历史类,历史,6.0,453.0,,,74055.0,宜春职业技术学院护理,0.0
4964,2024,高职专科,历史类,历史,30.0,453.0,,,74055.0,广东科学技术职业学院酒店管理与数字化运营(与韩山师范学院三二分段培养)与韩山师范学院酒店管理专业开展三二分段专升本协同育人项目实验班学制:3年；学费:5250元/学年；住宿费:1500元/学年；办学地点:珠海校区,0.0
8141,2024,本科批,历史类,历史,120.0,453.0,,,74055.0,广州应用科技学院会计学,0.0
6467,2024,本科批,历史类,历史,18.0,453.0,,,74055.0,广东外语外贸大学南国商学院商务英语与英国朴茨茅斯大学、澳大利亚西悉尼大学联合培养。项目,0.0
28568,2024,提前批专科,历史类,历史,2.0,453.0,,,74055.0,潍坊工程职业学院大数据技术(火箭军)学制:3年；学费:5750元/学年；住宿费:待定；特征要求:只招女生；政治考核、体检合格(陆勤人员合格)；办学地点:校本部普通类(历史)·提前批·专科·农村卫生专项,0.0
8140,2024,本科批,历史类,历史,320.0,453.0,,,74055.0,广州应用科技学院汉语言文学学制:4年；学费:31800元/学年；住宿费:4000元/学年；办学地点:肇庆校区,0.0
8142,2024,本科批,历史类,历史,50.0,453.0,,,74055.0,广州应用科技学院财务管理,0.0
5572,2024,高职专科,历史类,历史,20.0,453.0,,,74055.0,广东农工商职业技术学院园林技术(与韶关学院三二分段培养)与韶关学院园林专业开展三二分段专升本协同育人项目实验班学制:3年；学费:5128元/学年；住宿费:1200元/学年；办学地点:增城校区,0.0
27800,2024,本科批,历史类,历史,2.0,452.0,,,74864.0,上海中侨职业技术大学烹饪与餐饮管理(学费:33000元/学年),809.0
20490,2024,高职专科,历史类,历史,5.0,452.0,,,74864.0,顺德职业技术学院工业设计,0.0
3252,2024,本科批,历史类,历史,30.0,452.0,,,74864.0,广东东软学院日语学制:4年；学费:30800元/学年；住宿费:3000元/学年；办学地点:校本部,0.0
5098,2024,高职专科,历史类,历史,25.0,452.0,,,74864.0,广东理工职业学院社会工作(与仲恺农业工程学院三二分段培养)与仲恺农业工程学院社会工作专业开展三二分段专升本协同育人项目实验班。按五年人才培养方案要求，完成三学年高职学段学习，各项考核合格，并符合相关条件和要求的，获得本校普通高职(专科)毕业证书；通过转段选拔考核合格的进入仲恺农业工程学院试点专业学习两年，符合相关条件和要求的，可获得仲恺农业工程学院的普通本科毕业证书和学位证书学制:3年；学费:5250元/学年；住宿费:500~1400元/学年；办学地点:白云山校区,0.0
28133,2024,高职专科,历史类,历史,1.0,452.0,,,74864.0,江苏卫生健康职业学院中医学,0.0
22311,2024,高职专科,历史类,历史,3.0,452.0,,,74864.0,武汉民政职业学院现代殡葬技术与管理,0.0
8143,2024,本科批,历史类,历史,25.0,452.0,,,74864.0,广州应用科技学院金融学,0.0
17096,2024,本科批,物理类,"物理,化学",12.0,547.0,-,557,75006.0,南华大学机械设计制造及其自动化,142.0
7929,2024,本科批,物理类,"物理,化学",66.0,547.0,,,75006.0,广州大学生物制药不招色盲色弱,0.0
7932,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,广州大学数学与应用数学(地方专项),0.0
17095,2024,本科批,物理类,"物理,化学",3.0,547.0,-,566,75006.0,南华大学医学影像学(5年),0.0
12368,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,湖南农业大学生物工程,0.0
9986,2024,本科批,物理类,物理,3.0,547.0,553,558,75006.0,桂林电子科技大学数字经济,0.0
7930,2024,本科批,物理类,"物理,化学",78.0,547.0,,,75006.0,广州大学材料科学与工程,0.0
10308,2024,本科批,物理类,"物理,化学",8.0,547.0,,,75006.0,哈尔滨理工大学电子信息工程,0.0
15924,2024,本科批,物理类,"物理,化学",3.0,547.0,-,-,75006.0,昆明理工大学测绘工程办学地点:莲华校区,0.0
7931,2024,本科批,物理类,"物理,化学",143.0,547.0,,,75006.0,广州大学机器人工程,0.0
7928,2024,本科批,物理类,"物理,化学",116.0,547.0,,,75006.0,广州大学环境工程不招色盲色弱,0.0
18683,2024,本科批,物理类,"物理,化学",2.0,547.0,547,547,75006.0,厦门理工学院网络空间安全,0.0
13222,2024,本科批,物理类,"物理,化学",10.0,547.0,,,75006.0,华南农业大学测绘工程(地方专项)不招色盲培养数据智能感知人才,0.0
18681,2024,本科批,物理类,"物理,化学",2.0,547.0,547,547,75006.0,厦门理工学院土木工程(学费:5040元/学年),0.0
7933,2024,本科批,物理类,"物理,化学",38.0,547.0,,,75006.0,广州大学建筑环境与能源应用工程,0.0
18682,2024,本科批,物理类,"物理,化学",2.0,547.0,547,547,75006.0,厦门理工学院通信工程,0.0
27004,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,重庆理工大学工业设计(学费:10000元/学年),0.0
7927,2024,本科批,物理类,物理,5.0,547.0,,,75006.0,广州大学会计学(地方专项),0.0
7934,2024,本科批,物理类,"物理,化学",40.0,547.0,,,75006.0,广州大学给排水科学与工程,0.0
18695,2024,本科批,物理类,"物理,化学",4.0,547.0,,,75006.0,山东财经大学计算机科学与技术办学地点:燕山校区,0.0
7935,2024,本科批,物理类,"物理,化学",52.0,547.0,,,75006.0,广州大学交通工程,0.0
12071,2024,本科批,物理类,"物理,化学",6.0,547.0,550,554,75006.0,湖南工业大学自动化,0.0
12070,2024,本科批,物理类,"物理,化学",6.0,547.0,549,553,75006.0,湖南工业大学电子信息工程,0.0
13469,2024,本科批,物理类,"物理,化学",4.0,547.0,548,549,75006.0,华侨大学应用化学,0.0
12069,2024,本科批,物理类,"物理,化学",6.0,547.0,551,559,75006.0,湖南工业大学数字媒体技术创新实验班,0.0
13223,2024,本科批,物理类,"物理,化学",15.0,547.0,,,75006.0,华南农业大学动物科学(地方专项)(学费:5480元/学年)不招色盲,0.0
13221,2024,本科批,物理类,"物理,化学",15.0,547.0,,,75006.0,华南农业大学生物工程(地方专项)不招色盲,0.0
11568,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,"湖北大学生物科学类含生物科学、生物信息学专业
办学地点:第一学年阳逻校区，第二至第四学年武昌校区",0.0
17723,2024,本科批,物理类,"物理,化学",2.0,547.0,-,551,75006.0,南通大学智能医学工程办学地点:启秀校区,0.0
3487,2024,本科批,物理类,物理,25.0,547.0,,,75006.0,广东工业大学管理科学与工程类(地方专项)含信息管理与信息系统、大数据管理与应用专业第三学期专业分流,0.0
15926,2024,本科批,物理类,物理,2.0,547.0,-,-,75006.0,昆明理工大学法学,0.0
19391,2024,本科批,物理类,"物理,化学",10.0,547.0,,,75006.0,上海工程技术大学电子信息类含计算机科学与技术、自动化、电气工程及其自动化、数据科学与大数据技术、人工智能专业具体专业分流情况请查看学校网站,0.0
15927,2024,本科批,物理类,"物理,化学",2.0,547.0,-,-,75006.0,昆明理工大学交通运输,0.0
12882,2024,本科批,物理类,物理,1.0,547.0,,,75006.0,华东交通大学会计学培养CIMA人才,0.0
26952,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,重庆交通大学工程力学,0.0
11569,2024,本科批,物理类,"物理,化学",4.0,547.0,,,75006.0,"湖北大学生物工程(学费:4500元/学年)
办学地点:第一学年阳逻校区，第二至第四学年武昌校区",0.0
11630,2024,本科批,物理类,"物理,化学",4.0,547.0,549,551,75006.0,湖北工业大学制药工程,0.0
1015,2024,本科批,物理类,物理,2.0,547.0,548,549,75006.0,北京体育大学休闲体育(中外合作办学)与加拿大阿尔伯塔大学中外合作办学项目，具体培养模式和学习费用请查看学校网站；英文授课，非英语语种的考生慎重报考学制:4年；学费:75000元/学年；住宿费:待定；成绩要求:外语≥105分；办学地点:海南陵水黎安国际教育创新试验区,0.0
16914,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,南昌航空大学生物医学工程(学费:4790元/学年),0.0
14523,2024,本科批,物理类,"物理,化学",3.0,547.0,-,548,75006.0,嘉兴大学临床医学(5年)(学费:6325元/学年),0.0
24717,2024,本科批,物理类,"物理,化学",1.0,547.0,,,75006.0,长治医学院麻醉学(5年),0.0
16915,2024,本科批,物理类,"物理,化学",5.0,547.0,,,75006.0,南昌航空大学网络工程(中外合作办学)与爱尔兰国家学院中外合作办学项目,0.0
16916,2024,本科批,物理类,物理,3.0,547.0,,,75006.0,南昌航空大学工程管理,0.0
14524,2024,本科批,物理类,"物理,化学",3.0,547.0,-,547,75006.0,嘉兴大学网络工程,0.0
11567,2024,本科批,物理类,物理,5.0,547.0,,,75006.0,湖北大学大数据管理与应用(学费:5850元/学年),0.0
23266,2024,本科批,物理类,"物理,化学",3.0,547.0,556,563,75006.0,西南民族大学自动化,0.0
7926,2024,本科批,物理类,"物理,化学",87.0,547.0,,,75006.0,广州大学化学工程与工艺不招色盲色弱,0.0
15925,2024,本科批,物理类,"物理,化学",3.0,547.0,-,-,75006.0,昆明理工大学宝石及材料工艺学办学地点:莲华校区,0.0
11570,2024,本科批,物理类,"物理,化学",4.0,547.0,,,75006.0,湖北大学药学(学费:4500元/学年),0.0
7925,2024,本科批,物理类,"物理,化学",32.0,547.0,,,75006.0,广州大学遥感科学与技术不招色盲,0.0
7924,2024,本科批,物理类,"物理,化学",80.0,547.0,,,75006.0,广州大学网络工程不招单色识别不全者,0.0
24588,2024,本科批,物理类,物理,2.0,547.0,548,549,75006.0,长沙理工大学翻译,0.0
18882,2024,本科批,物理类,"物理,化学",3.0,547.0,548,548,75006.0,山东师范大学通信工程,0.0
21462,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,天津理工大学电子科学与技术,0.0
17872,2024,本科批,物理类,"物理,化学",1.0,547.0,547,547,75006.0,内蒙古大学环境科学因用人单位可能对考生身体素质有要求，请裸眼视力<4.8的考生慎重报考,0.0
21286,2024,本科批,物理类,物理,2.0,547.0,,,75006.0,天津财经大学管理科学与工程类含管理科学、信息管理与信息系统、工程管理专业,0.0
19183,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,汕头大学统计学(地方专项),0.0
2259,2024,本科批,物理类,物理,25.0,547.0,551,563,75006.0,佛山大学英语(师范),0.0
12883,2024,本科批,物理类,物理,2.0,547.0,,,75006.0,华东交通大学会计学,0.0
11572,2024,本科批,物理类,"物理,化学",4.0,547.0,,,75006.0,湖北大学密码科学与技术(学费:4500元/学年),0.0
15283,2024,本科批,物理类,"物理,化学",2.0,547.0,549,551,75006.0,江西理工大学机械电子工程,0.0
12369,2024,本科批,物理类,"物理,化学",4.0,547.0,,,75006.0,湖南农业大学植物保护,0.0
11566,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,湖北大学化学工程与工艺,0.0
11631,2024,本科批,物理类,"物理,化学",3.0,547.0,549,552,75006.0,湖北工业大学测控技术与仪器(学费:5850元/学年),0.0
11571,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,湖北大学生态学(学费:4500元/学年),0.0
2258,2024,本科批,物理类,"物理,化学",30.0,547.0,553,564,75006.0,佛山大学数字媒体技术,0.0
18881,2024,本科批,物理类,"物理,化学",5.0,547.0,548,550,75006.0,山东师范大学电子信息类含电子信息工程、电子科学与技术、光电信息科学与工程专业,0.0
11104,2024,本科批,物理类,"物理,化学",4.0,547.0,-,557,75006.0,河南大学材料化学(学费:5000元/学年),0.0
21152,2024,本科批,物理类,物理,2.0,547.0,-,551,75006.0,苏州科技大学建筑学(5年),0.0
2488,2024,本科批,物理类,"物理,化学,生物",3.0,547.0,,,75006.0,福建医科大学生物信息学(学费:5460元/学年),0.0
9755,2024,本科批,物理类,物理,20.0,547.0,,,75006.0,广州中医药大学公共事业管理,0.0
20769,2024,本科批,物理类,"物理,化学",4.0,547.0,-,-,75006.0,四川师范大学物理学,0.0
6890,2024,提前批本科农村卫生专项,物理类,"物理,化学",13.0,547.0,,,75006.0,广东医科大学临床医学(定向至湛江市坡头区)(5年)学费:免费；住宿费:免费；特征要求:不招色盲色弱；办学地点:湛江校区,0.0
3921,2024,本科批,物理类,"物理,化学",109.0,547.0,-,-,75006.0,广东技术师范大学物理学(师范),0.0
6903,2024,本科批,物理类,"物理,化学",9.0,547.0,,,75006.0,广东医科大学口腔医学(地方专项)(5年)(学费:6960元/学年)(住宿费:1000~1500元/学年)办学地点:东莞校区,0.0
264,2024,本科批,物理类,"物理,化学",10.0,547.0,,,75006.0,长春理工大学机械电子工程,0.0
2454,2024,本科批,物理类,"物理,化学",5.0,547.0,548,550,75006.0,福建师范大学电子信息工程(中外合作办学)与英国哈德斯菲尔德大学中外合作办学项目,0.0
9753,2024,本科批,物理类,物理,45.0,547.0,,,75006.0,广州中医药大学应用心理学(学费:6850元/学年)不招色盲色弱,0.0
9752,2024,本科批,物理类,"物理,化学",108.0,547.0,,,75006.0,广州中医药大学康复治疗学(学费:7660元/学年)不招色盲色弱,0.0
18139,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,青岛大学电气工程及其自动化,0.0
16067,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,兰州交通大学车辆工程,0.0
22953,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,西北师范大学化学(师范)不招色盲色弱,0.0
23673,2024,本科批,物理类,"物理,化学",15.0,547.0,,,75006.0,新乡医学院临床医学(5年)(学费:6050元/学年),0.0
9754,2024,本科批,物理类,"物理,化学",80.0,547.0,,,75006.0,广州中医药大学医学信息工程,0.0
265,2024,本科批,物理类,"物理,化学",5.0,547.0,,,75006.0,长春理工大学机器人工程(学费:5400元/学年)请非英语语种的考生慎重报考,0.0
18291,2024,本科批,物理类,"物理,化学",2.0,547.0,549,551,75006.0,青海大学动物科学,0.0
266,2024,本科批,物理类,"物理,化学",4.0,547.0,,,75006.0,长春理工大学数学类(学费:5000元/学年)含数学与应用数学、信息与计算科学专业,0.0
19508,2024,本科批,物理类,物理,1.0,547.0,-,547,75006.0,上海立信会计金融学院精算学,0.0
21688,2024,本科批,物理类,"物理,化学",2.0,547.0,547,547,75006.0,天津中医药大学应用统计学,0.0
18288,2024,本科批,物理类,"物理,化学",2.0,547.0,547,547,75006.0,青海大学化学工程与工艺卓越工程师,0.0
18289,2024,本科批,物理类,"物理,化学",2.0,547.0,550,552,75006.0,青海大学冶金工程卓越工程师,0.0
15731,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,锦州医科大学麻醉学(5年),0.0
19535,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,上海师范大学汽车服务工程(中外合作办学)与德国兰茨胡特应用技术大学中外合作办学项目，具体培养模式和学习费用请查看学校网站；因用人单位可能对考生身体素质有要求，请色盲的考生慎重报考学制:4年；学费:21000元/学年；住宿费:待定；办学地点:上海市,0.0
9756,2024,本科批,物理类,物理,20.0,547.0,,,75006.0,广州中医药大学健康服务与管理,0.0
2489,2024,本科批,物理类,"物理,化学,生物",2.0,547.0,,,75006.0,福建医科大学医学检验技术(学费:6240元/学年),0.0
13397,2024,本科批,物理类,物理,10.0,547.0,,,75006.0,华南师范大学旅游管理(地方专项)学制:4年；学费:6060元/学年；住宿费:800~1600元/学年；办学地点:广州校区大学城校园,0.0
14950,2024,本科批,物理类,物理,2.0,547.0,,,75006.0,江西财经大学数字经济(中外合作办学)与俄罗斯圣彼得堡国立经济大学中外合作办学项目，具体培养模式和学习费用请查看学校网站学制:4年；学费:27000元/学年；住宿费:待定；办学地点:校本部,0.0
14949,2024,本科批,物理类,物理,1.0,547.0,-,547,75006.0,江西财经大学人力资源管理培养数智人力人才,0.0
14948,2024,本科批,物理类,物理,2.0,547.0,-,556,75006.0,江西财经大学金融工程,0.0
3922,2024,本科批,物理类,"物理,化学",33.0,547.0,-,-,75006.0,广东技术师范大学计算机科学与技术,0.0
18290,2024,本科批,物理类,物理,1.0,547.0,547,547,75006.0,青海大学城乡规划(5年),0.0
20369,2024,本科批,物理类,物理,2.0,547.0,-,-,75006.0,首都体育学院运动人体科学,0.0
18478,2024,本科批,物理类,"物理,化学",3.0,547.0,548,550,75006.0,三峡大学制药工程培养中药、化学制药人才,0.0
12711,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,湖南中医药大学食品科学与工程(学费:5900元/学年),0.0
26690,2024,提前批本科军检院校,物理类,物理,1.0,547.0,,,75006.0,中央司法警官学院法学,0.0
20771,2024,本科批,物理类,"物理,化学",2.0,547.0,-,-,75006.0,四川师范大学网络工程培养网络安全人才,0.0
26235,2024,本科批,物理类,"物理,化学",3.0,547.0,547,548,75006.0,中南林业科技大学自动化,0.0
12850,2024,本科批,物理类,"物理,化学",5.0,547.0,549,552,75006.0,华北水利水电大学计算机科学与技术办学地点:江淮校区,0.0
26236,2024,本科批,物理类,"物理,化学",2.0,547.0,550,554,75006.0,中南林业科技大学人工智能,0.0
11068,2024,本科批,物理类,物理,1.0,547.0,,,75006.0,河南财经政法大学会计学(学费:4800元/学年),0.0
21753,2024,本科批,物理类,"物理,化学",2.0,547.0,547,547,75006.0,温州大学数据科学与大数据技术,0.0
16094,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,兰州理工大学计算机科学与技术学制:4年；学费:4700元/学年；住宿费:待定；特征要求:不招单色识别不全者；办学地点:彭家坪校区,0.0
12229,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,湖南科技大学电气工程及其自动化,0.0
26951,2024,本科批,物理类,物理,3.0,547.0,,,75006.0,重庆交通大学管理科学与工程类(学费:6230元/学年)含工程管理、工程造价专业,0.0
26950,2024,本科批,物理类,物理,3.0,547.0,,,75006.0,重庆交通大学外国语言文学类含英语、翻译专业英语教学，请非英语语种的考生慎重报考学制:4年；学费:6760元/学年；住宿费:待定；外语语种:英语；办学地点:科学城校区,0.0
21768,2024,本科批,物理类,物理,2.0,547.0,561,576,75006.0,温州肯恩大学国际商务(中外合作办学)与美国肯恩大学中外合作办学项目,0.0
19647,2024,提前批本科教师专项,物理类,物理,2.0,547.0,,,75006.0,韶关学院小学教育(师范，定向至清远市连山县)学制:4年；学费:免费；住宿费:免费；办学地点:韶乐园,0.0
14293,2024,提前批本科非军检院校,物理类,"物理,化学",8.0,547.0,,,75006.0,"集美大学航海技术因行业性质特殊，不适宜女生报考学制:4年；学费:5460元/学年；住宿费:待定；特征要求:男生身高≥160cm,女生身高≥160cm,双眼裸视力≥4.7，或双眼裸视力≥4.0且矫正视力≥4.8，不招色盲色弱；办学地点:校本部",0.0
23639,2024,本科批,物理类,"物理,化学,生物",1.0,547.0,,,75006.0,新疆医科大学精神医学(5年),0.0
25732,2024,提前批本科军检院校,物理类,"物理,化学",10.0,547.0,,,75006.0,中国民用航空飞行学院飞行技术(运输机驾驶)院校自招，具体要求请查看学校招生章程学制:4年；学费:6500元/学年；住宿费:待定；成绩要求:外语≥95分；外语语种:英语；特征要求:面试合格；办学地点:校本部,0.0
25144,2024,本科批,物理类,物理,4.0,547.0,,,75006.0,浙江理工大学外国语言文学类含英语、日语专业,0.0
26234,2024,本科批,物理类,"物理,化学",2.0,547.0,547,548,75006.0,中南林业科技大学通信工程,0.0
15732,2024,本科批,物理类,"物理,化学",1.0,547.0,,,75006.0,锦州医科大学口腔医学(5年),0.0
26689,2024,提前批本科军检院校,物理类,物理,2.0,547.0,,,75006.0,中央司法警官学院社区矫正,0.0
21617,2024,本科批,物理类,物理,1.0,547.0,-,547,75006.0,天津外国语大学汉语国际教育,0.0
2842,2024,本科批,物理类,物理,25.0,547.0,551,564,75006.0,广东财经大学英语,0.0
12710,2024,本科批,物理类,"物理,化学",4.0,547.0,,,75006.0,湖南中医药大学中医骨伤科学(5年),0.0
2841,2024,本科批,物理类,物理,30.0,547.0,550,560,75006.0,广东财经大学网络与新媒体,0.0
2840,2024,本科批,物理类,物理,110.0,547.0,551,582,75006.0,广东财经大学审计学,0.0
2839,2024,本科批,物理类,物理,70.0,547.0,550,562,75006.0,广东财经大学金融学,0.0
2838,2024,本科批,物理类,物理,54.0,547.0,549,555,75006.0,广东财经大学数字经济,0.0
12705,2024,本科批,物理类,"物理,化学",8.0,547.0,,,75006.0,湖南中医药大学中医学(5年),0.0
2836,2024,本科批,物理类,"物理,地理",15.0,547.0,550,555,75006.0,广东财经大学自然地理与资源环境,0.0
2837,2024,本科批,物理类,物理,40.0,547.0,,,75006.0,广东财经大学税收学培养智能税收人才,0.0
12709,2024,本科批,物理类,"物理,化学",3.0,547.0,,,75006.0,湖南中医药大学中药学,0.0
12708,2024,本科批,物理类,"物理,化学",2.0,547.0,,,75006.0,湖南中医药大学药物制剂,0.0
12707,2024,本科批,物理类,"物理,化学",6.0,547.0,,,75006.0,湖南中医药大学护理学,0.0
12706,2024,本科批,物理类,"物理,化学",4.0,547.0,,,75006.0,湖南中医药大学针灸推拿学(5年),0.0
26305,2024,本科批,物理类,物理,4.0,547.0,,,75006.0,"中南民族大学经济学类(学费:5850元/学年)
含经济学、金融学、国际经济与贸易专业",0.0
21618,2024,本科批,物理类,物理,1.0,547.0,-,547,75006.0,天津外国语大学德语(学费:5400元/学年)外语语种:英语、德语办学地点:马场道校区,0.0
11492,2024,本科批,物理类,"物理,化学",1.0,547.0,,,75006.0,衡阳师范学院数学与应用数学(师范)(学费:4000元/学年),0.0
20770,2024,本科批,物理类,"物理,化学,生物",3.0,547.0,-,-,75006.0,四川师范大学生物科学,0.0
30867,2024,高职专科,历史类,历史,46.0,451.0,,,75758.0,深圳城市职业学院现代物流管理,752.0
8082,2024,本科批,历史类,历史,7.0,451.0,,,75758.0,广州软件学院会计学国际班,0.0
20491,2024,高职专科,历史类,历史,4.0,451.0,,,75758.0,顺德职业技术学院应用化工技术,0.0
25375,2024,本科批,历史类,历史,4.0,451.0,,,75758.0,郑州西亚斯学院国际经济与贸易(中外合作办学)与美国堪萨斯州富特海斯州立大学中外合作办学项目,0.0
6958,2024,本科批,历史类,"历史,化学",30.0,451.0,,,75758.0,广东医科大学护理学(住宿费:1000~1500元/学年)办学地点:东莞校区,0.0
10298,2024,本科批,历史类,历史,16.0,451.0,,,75758.0,哈尔滨华德学院财务管理(学费:28800元/学年)英才班,0.0
19509,2024,本科批,物理类,物理,1.0,546.0,-,546,76345.0,上海立信会计金融学院法学,587.0
17678,2024,本科批,物理类,"物理,化学",2.0,546.0,,,76345.0,南宁师范大学化学(师范)(学费:4592元/学年),0.0
19666,2024,提前批本科农村卫生专项,物理类,"物理,化学",4.0,546.0,,,76345.0,韶关学院临床医学(定向至清远市清新区)(5年)学费:免费；住宿费:免费；特征要求:不招色盲色弱；办学地点:韶乐园,0.0
12375,2024,本科批,物理类,"物理,化学",2.0,546.0,,,76345.0,湖南农业大学统计学(学费:4500元/学年),0.0
20772,2024,本科批,物理类,"物理,化学",2.0,546.0,-,-,76345.0,四川师范大学通信工程,0.0
12374,2024,本科批,物理类,"物理,化学",4.0,546.0,,,76345.0,湖南农业大学信息与计算科学(学费:4500元/学年),0.0
10517,2024,本科批,物理类,物理,3.0,546.0,548,551,76345.0,海南大学行政管理(中外合作办学)与美国亚利桑那州立大学中外合作办学项目,0.0
